isHelpful,response,created_at,WM Entities
False,Cheap carts,2020-08-20 21:55:27,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'cart', 'label': 'PRODUCT', 'text': 'carts', 'token_end': 2, 'token_start': 1}]}"
False,There is a trulieve  in ocala and it says there's not...,2020-09-10 11:29:54,"{'labels': {'GPE': 1}, 'entities': [{'key': 'ocala', 'label': 'GPE', 'text': 'ocala', 'token_end': 7, 'token_start': 6}]}"
False,I'm looking for   crownRoyal cannabis,2020-08-21 3:12:17,"{'labels': {}, 'entities': []}"
False,"mushshrooms lol?
",2020-08-21 17:07:33,"{'labels': {}, 'entities': []}"
False,I’m looking for a dispensary that’s open 24 hours close to me or somebody that can deliver,2020-08-27 6:12:25,"{'labels': {'SERVICE': 3}, 'entities': [{'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensary', 'token_end': 6, 'token_start': 5}, {'key': 'open', 'label': 'SERVICE', 'text': 'open', 'token_end': 9, 'token_start': 8}, {'key': 'deliver', 'label': 'SERVICE', 'text': 'deliver', 'token_end': 19, 'token_start': 18}]}"
False,I bought a mainstage wax pen but I lost the instructions to it,2020-08-27 18:24:59,"{'labels': {'PRODUCT': 2}, 'entities': [{'key': 'concentrates', 'label': 'PRODUCT', 'text': 'wax', 'token_end': 5, 'token_start': 4}, {'key': 'pen', 'label': 'PRODUCT', 'text': 'pen', 'token_end': 6, 'token_start': 5}]}"
False,Flower,2020-09-05 17:12:42,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'flower', 'label': 'PRODUCT', 'text': 'Flower', 'token_end': 1, 'token_start': 0}]}"
False,I wish I could find Dutch Treat flower close by...,2020-08-14 18:23:16,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'Dutch Treat', 'label': 'STRAIN', 'text': 'Dutch Treat', 'token_end': 7, 'token_start': 5}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 8, 'token_start': 7}]}"
False,More products,2020-09-06 15:59:46,"{'labels': {'ORG': 1}, 'entities': [{'key': 'More product', 'label': 'ORG', 'text': 'More products', 'token_end': 2, 'token_start': 0}]}"
False,I wanted to find some alien labs pre rolls,2020-07-14 16:47:04,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'pre roll', 'label': 'PRODUCT', 'text': 'pre rolls', 'token_end': 9, 'token_start': 7}]}"
False,Looking for a strain call elephant bud,2020-08-14 20:25:16,"{'labels': {'PRODUCT': 1, 'TAGKIND': 1}, 'entities': [{'key': 'strain', 'label': 'TAGKIND', 'text': 'strain', 'token_end': 4, 'token_start': 3}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'bud', 'token_end': 7, 'token_start': 6}]}"
False,Orange 43,2020-09-05 20:57:39,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Orange 43', 'label': 'STRAIN', 'text': 'Orange 43', 'token_end': 2, 'token_start': 0}]}"
False,Kool aid,2020-08-21 18:09:06,"{'labels': {}, 'entities': []}"
False,no,2020-07-15 20:09:59,"{'labels': {}, 'entities': []}"
False,I’m looking for plant seeds,2020-07-16 1:42:52,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'seed', 'label': 'PRODUCT', 'text': 'seeds', 'token_end': 6, 'token_start': 5}]}"
False,"Edibles
",2020-09-02 20:36:56,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'edible', 'label': 'PRODUCT', 'text': 'Edibles', 'token_end': 1, 'token_start': 0}]}"
False,Looking for romulan by Pear pharma,2020-09-07 20:40:40,"{'labels': {'PRODUCT_TAG': 1, 'STRAIN': 1}, 'entities': [{'key': 'romulan', 'label': 'STRAIN', 'text': 'romulan', 'token_end': 3, 'token_start': 2}, {'key': 'Pear', 'label': 'PRODUCT_TAG', 'text': 'Pear', 'token_end': 5, 'token_start': 4}]}"
False,Strawberry og weed,2020-07-17 4:10:04,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Strawberry og', 'label': 'STRAIN', 'text': 'Strawberry og', 'token_end': 2, 'token_start': 0}]}"
False,Thc butter,2020-07-17 16:47:01,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'thc', 'label': 'PRODUCT_TAG', 'text': 'Thc', 'token_end': 1, 'token_start': 0}, {'key': 'butter', 'label': 'PRODUCT', 'text': 'butter', 'token_end': 2, 'token_start': 1}]}"
False,"Blue dream
",2020-07-17 20:03:13,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'blue dream', 'label': 'STRAIN', 'text': 'Blue dream', 'token_end': 2, 'token_start': 0}]}"
False,I'm looking for edibles to try for sleep.  Organic is my 1st choice and no fake/garbage products made by companies or individuals looking to just take my money as I'm on a fixed income with health issues.,2020-08-22 3:16:21,"{'labels': {'GPE': 1, 'PRODUCT': 2, 'PRODUCT_TAG': 1, 'QUANTITY': 1}, 'entities': [{'key': 'edible', 'label': 'PRODUCT', 'text': 'edibles', 'token_end': 5, 'token_start': 4}, {'key': 'sleep', 'label': 'PRODUCT_TAG', 'text': 'sleep', 'token_end': 9, 'token_start': 8}, {'key': '1st choice', 'label': 'QUANTITY', 'text': '1st choice', 'token_end': 16, 'token_start': 14}, {'key': 'no fake', 'label': 'GPE', 'text': 'no fake', 'token_end': 19, 'token_start': 17}, {'key': 'company', 'label': 'PRODUCT', 'text': 'companies', 'token_end': 25, 'token_start': 24}]}"
False,It’s what’s given to chemo patients,2020-09-03 5:38:28,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'chemo', 'label': 'STRAIN', 'text': 'chemo', 'token_end': 7, 'token_start': 6}]}"
True,Recreational marijuana,2020-07-18 23:40:39,"{'labels': {'SERVICE': 1}, 'entities': [{'key': 'recreational', 'label': 'SERVICE', 'text': 'Recreational', 'token_end': 1, 'token_start': 0}]}"
False,Looking for atomic northern lights flower near 48324 willing to go 150 miles,2020-07-20 16:24:50,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'atomic northern light', 'label': 'STRAIN', 'text': 'atomic northern lights', 'token_end': 5, 'token_start': 2}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 6, 'token_start': 5}]}"
False,"1000mg  Korova Brownie

Garlic cookies 25% thc

Kosher kush",2020-08-22 10:39:57,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 2, 'STRAIN': 2}, 'entities': [{'key': '1000 mg', 'label': 'PRODUCT_TAG', 'text': '1000mg', 'token_end': 2, 'token_start': 0}, {'key': 'Brownie', 'label': 'PRODUCT', 'text': 'Brownie', 'token_end': 5, 'token_start': 4}, {'key': 'Garlic cookie', 'label': 'STRAIN', 'text': 'Garlic cookies', 'token_end': 8, 'token_start': 6}, {'key': 'thc', 'label': 'PRODUCT_TAG', 'text': 'thc', 'token_end': 11, 'token_start': 10}, {'key': 'Kosher kush', 'label': 'STRAIN', 'text': 'Kosher kush', 'token_end': 14, 'token_start': 12}]}"
False,"MKX gummies 200mg
",2020-09-06 13:02:47,"{'labels': {'ORG': 1, 'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'MKX', 'label': 'ORG', 'text': 'MKX', 'token_end': 1, 'token_start': 0}, {'key': 'gummie', 'label': 'PRODUCT', 'text': 'gummies', 'token_end': 2, 'token_start': 1}, {'key': '200 mg', 'label': 'PRODUCT_TAG', 'text': '200mg', 'token_end': 4, 'token_start': 2}]}"
False,Deals,2020-07-21 2:29:32,"{'labels': {'SERVICE': 1}, 'entities': [{'key': 'deal', 'label': 'SERVICE', 'text': 'Deals', 'token_end': 1, 'token_start': 0}]}"
True,Looking for Jardin dispensary this one is closed to me,2020-07-22 6:07:35,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'Jardin', 'label': 'GPE', 'text': 'Jardin', 'token_end': 3, 'token_start': 2}, {'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensary', 'token_end': 4, 'token_start': 3}]}"
False,I want to find dab pens and i cant,2020-08-16 4:31:02,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'concentrates', 'label': 'PRODUCT', 'text': 'dab', 'token_end': 5, 'token_start': 4}]}"
False,"I am looking for:
8 grams. of Indica, good sleepy time weed.  Relaxing and chillin'.",2020-07-23 4:37:08,"{'labels': {'PRODUCT_TAG': 3, 'RETAILER': 1}, 'entities': [{'key': 'Indica', 'label': 'PRODUCT_TAG', 'text': 'Indica', 'token_end': 11, 'token_start': 10}, {'key': 'sleepy', 'label': 'PRODUCT_TAG', 'text': 'sleepy', 'token_end': 14, 'token_start': 13}, {'key': 'Relaxing', 'label': 'PRODUCT_TAG', 'text': 'Relaxing', 'token_end': 19, 'token_start': 18}, {'key': ""chillin ' ."", 'label': 'RETAILER', 'text': ""chillin'."", 'token_end': 23, 'token_start': 20}]}"
False,"searched ""maui"" and saw tons of products with no pictures, weird pricing, seems like a glitch",2020-07-23 16:51:53,"{'labels': {'GPE': 1, 'ORG': 1, 'RETAILER': 1, 'STRAIN': 2}, 'entities': [{'key': 'search', 'label': 'ORG', 'text': 'searched', 'token_end': 1, 'token_start': 0}, {'key': 'maui', 'label': 'STRAIN', 'text': 'maui', 'token_end': 3, 'token_start': 2}, {'key': 'see ton', 'label': 'RETAILER', 'text': 'saw tons', 'token_end': 7, 'token_start': 5}, {'key': 'picture', 'label': 'GPE', 'text': 'pictures', 'token_end': 12, 'token_start': 11}, {'key': 'glitch', 'label': 'STRAIN', 'text': 'glitch', 'token_end': 20, 'token_start': 19}]}"
False,Looking for products using delta 8 thc,2020-08-22 18:33:04,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'thc', 'label': 'PRODUCT_TAG', 'text': 'thc', 'token_end': 7, 'token_start': 6}]}"
False,Looking for pure afghan,2020-07-24 14:13:20,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'pure afghan', 'label': 'STRAIN', 'text': 'pure afghan', 'token_end': 4, 'token_start': 2}]}"
False,I am looking for Crunch Berries Fun Uncle brand,2020-07-24 21:24:45,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Crunch Berries', 'label': 'STRAIN', 'text': 'Crunch Berries', 'token_end': 6, 'token_start': 4}]}"
False,"Establecer ubicación en maps
",2020-08-29 14:43:47,"{'labels': {'RETAILER': 1}, 'entities': [{'key': 'Establecer ubicación en map', 'label': 'RETAILER', 'text': 'Establecer ubicación en maps', 'token_end': 4, 'token_start': 0}]}"
False,"Blueberry cbd
",2020-07-25 17:41:11,"{'labels': {'PRODUCT_TAG': 1, 'STRAIN': 1}, 'entities': [{'key': 'Blueberry', 'label': 'STRAIN', 'text': 'Blueberry', 'token_end': 1, 'token_start': 0}, {'key': 'cbd', 'label': 'PRODUCT_TAG', 'text': 'cbd', 'token_end': 2, 'token_start': 1}]}"
False,"Google fiber
",2020-07-25 23:10:08,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Google fiber', 'label': 'STRAIN', 'text': 'Google fiber', 'token_end': 2, 'token_start': 0}]}"
False,Any hash,2020-09-10 16:33:43,"{'labels': {}, 'entities': []}"
False,Searching for flower based on percentage.  Not all listing have the % identified.,2020-08-21 18:20:55,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'search', 'label': 'PRODUCT_TAG', 'text': 'Searching', 'token_end': 1, 'token_start': 0}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 3, 'token_start': 2}]}"
False,"Olio Sublinguals
",2020-08-14 22:51:34,"{'labels': {'SERVICE': 1}, 'entities': [{'key': 'Sublinguals', 'label': 'SERVICE', 'text': 'Sublinguals', 'token_end': 2, 'token_start': 1}]}"
False,nothing showed up,2020-07-16 2:10:27,"{'labels': {}, 'entities': []}"
True,Love this place and prices,2020-08-21 20:14:31,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'price', 'label': 'PRODUCT', 'text': 'prices', 'token_end': 5, 'token_start': 4}]}"
False,Sativa or Hybrid pre rolls 5 for $35,2020-09-06 16:16:45,"{'labels': {'CARDINAL': 1, 'MONEY': 1, 'PRODUCT_TAG': 2}, 'entities': [{'key': 'Sativa', 'label': 'PRODUCT_TAG', 'text': 'Sativa', 'token_end': 1, 'token_start': 0}, {'key': 'Hybrid', 'label': 'PRODUCT_TAG', 'text': 'Hybrid', 'token_end': 3, 'token_start': 2}, {'key': '5', 'label': 'CARDINAL', 'text': '5', 'token_end': 6, 'token_start': 5}, {'key': '$ 35', 'label': 'MONEY', 'text': '$35', 'token_end': 9, 'token_start': 7}]}"
False,looking for overland dispensary?,2020-07-17 17:41:34,"{'labels': {'GPE': 1, 'SERVICE': 2}, 'entities': [{'key': 'overland', 'label': 'SERVICE', 'text': 'overland', 'token_end': 3, 'token_start': 2}, {'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensary', 'token_end': 4, 'token_start': 3}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 5, 'token_start': 4}]}"
False,"I am diabetic and need a strain that contains THCV, was told to look for Doug's Varin; Tangie; Pineapple Purps; Durban Poison; Girl Scout Cookie; and Dutch Treat.  I have a Medical Card, and would like to purchase something that would help my condition.  207.837.5858 Linda Cook Hunter",2020-07-17 17:44:09,"{'labels': {'PRODUCT_TAG': 3, 'SERVICE': 1, 'STRAIN': 7}, 'entities': [{'key': 'strain', 'label': 'PRODUCT_TAG', 'text': 'strain', 'token_end': 7, 'token_start': 6}, {'key': 'THCV', 'label': 'PRODUCT_TAG', 'text': 'THCV', 'token_end': 10, 'token_start': 9}, {'key': 'look', 'label': 'PRODUCT_TAG', 'text': 'look', 'token_end': 15, 'token_start': 14}, {'key': ""Doug 's Varin"", 'label': 'STRAIN', 'text': ""Doug's Varin"", 'token_end': 19, 'token_start': 16}, {'key': 'Tangie', 'label': 'STRAIN', 'text': 'Tangie', 'token_end': 21, 'token_start': 20}, {'key': 'Pineapple Purps', 'label': 'STRAIN', 'text': 'Pineapple Purps', 'token_end': 24, 'token_start': 22}, {'key': 'Durban poison', 'label': 'STRAIN', 'text': 'Durban Poison', 'token_end': 27, 'token_start': 25}, {'key': 'Girl Scout', 'label': 'STRAIN', 'text': 'Girl Scout', 'token_end': 30, 'token_start': 28}, {'key': '; and', 'label': 'STRAIN', 'text': '; and', 'token_end': 33, 'token_start': 31}, {'key': 'Dutch Treat', 'label': 'STRAIN', 'text': 'Dutch Treat', 'token_end': 35, 'token_start': 33}, {'key': 'Medical', 'label': 'SERVICE', 'text': 'Medical', 'token_end': 41, 'token_start': 40}]}"
False,looking for flower,2020-09-02 17:28:45,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 3, 'token_start': 2}]}"
False,Location near me,2020-07-18 17:37:06,"{'labels': {}, 'entities': []}"
False,Moon rocks,2020-07-19 0:27:49,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Moon rock', 'label': 'STRAIN', 'text': 'Moon rocks', 'token_end': 2, 'token_start': 0}]}"
False,Looking for ACDC CBD oil with 20:1 CBD to THC ratio,2020-08-30 19:28:50,"{'labels': {'PRODUCT_TAG': 3}, 'entities': [{'key': 'cbd', 'label': 'PRODUCT_TAG', 'text': 'CBD', 'token_end': 4, 'token_start': 3}, {'key': 'cbd', 'label': 'PRODUCT_TAG', 'text': 'CBD', 'token_end': 8, 'token_start': 7}, {'key': 'THC', 'label': 'PRODUCT_TAG', 'text': 'THC', 'token_end': 10, 'token_start': 9}]}"
False,Why do you default to San Jose ? Why can't I type in another address? Is this some weird way of getting my location? FOH.,2020-08-24 18:20:18,"{'labels': {'GPE': 4}, 'entities': [{'key': 'San Jose', 'label': 'GPE', 'text': 'San Jose', 'token_end': 7, 'token_start': 5}, {'key': 'why', 'label': 'GPE', 'text': 'Why', 'token_end': 9, 'token_start': 8}, {'key': 'another address', 'label': 'GPE', 'text': 'another address', 'token_end': 16, 'token_start': 14}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 17, 'token_start': 16}]}"
False,None in my city,2020-07-26 19:28:00,"{'labels': {'GPE': 1}, 'entities': [{'key': '-PRON- city', 'label': 'GPE', 'text': 'my city', 'token_end': 4, 'token_start': 2}]}"
False,Holy grail 325,2020-08-17 17:52:26,"{'labels': {'CARDINAL': 1, 'STRAIN': 1}, 'entities': [{'key': 'holy grail', 'label': 'STRAIN', 'text': 'Holy grail', 'token_end': 2, 'token_start': 0}, {'key': '325', 'label': 'CARDINAL', 'text': '325', 'token_end': 3, 'token_start': 2}]}"
False,Trying to figure out how to write a review for my favorite dispensary?,2020-07-27 18:07:51,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensary', 'token_end': 13, 'token_start': 12}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 14, 'token_start': 13}]}"
False,"Description of the strain 
Hans Solo Burger ",2020-08-29 22:44:28,"{'labels': {'RETAILER': 1}, 'entities': [{'key': 'strain', 'label': 'RETAILER', 'text': 'strain \n', 'token_end': 5, 'token_start': 3}]}"
False,Was wondering if you have 1st time buyers discount,2020-07-28 17:02:37,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'be wonder', 'label': 'STRAIN', 'text': 'Was wondering', 'token_end': 2, 'token_start': 0}]}"
False,Need to know best strains for energy,2020-08-30 18:18:35,"{'labels': {'PRODUCT_TAG': 1, 'TAGKIND': 1}, 'entities': [{'key': 'strain', 'label': 'TAGKIND', 'text': 'strains', 'token_end': 5, 'token_start': 4}, {'key': 'energy', 'label': 'PRODUCT_TAG', 'text': 'energy', 'token_end': 7, 'token_start': 6}]}"
False,Looking for whatever dispensaries are in Ohio,2020-07-29 5:49:19,"{'labels': {'GPE': 2, 'SERVICE': 1}, 'entities': [{'key': 'whatever', 'label': 'GPE', 'text': 'whatever', 'token_end': 3, 'token_start': 2}, {'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensaries', 'token_end': 4, 'token_start': 3}, {'key': 'Ohio', 'label': 'GPE', 'text': 'Ohio', 'token_end': 7, 'token_start': 6}]}"
True,Weed,2020-07-30 1:59:58,"{'labels': {}, 'entities': []}"
False,White runtz,2020-07-30 19:19:20,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'white runtz', 'label': 'STRAIN', 'text': 'White runtz', 'token_end': 2, 'token_start': 0}]}"
False,I’m looking to buy dank cartridges but I live in Illinois do you know of a legitimate place that I can purchase them.,2020-07-30 23:54:21,"{'labels': {'GPE': 1, 'PRODUCT': 1}, 'entities': [{'key': 'cartridge', 'label': 'PRODUCT', 'text': 'cartridges', 'token_end': 7, 'token_start': 6}, {'key': 'Illinois', 'label': 'GPE', 'text': 'Illinois', 'token_end': 12, 'token_start': 11}]}"
False,I was looking for philthy rich kill zone gelato 59 or some presidential purple there isn’t anything in Sacramento like that,2020-08-18 4:40:38,"{'labels': {'GPE': 1, 'STRAIN': 1}, 'entities': [{'key': 'gelato', 'label': 'STRAIN', 'text': 'gelato', 'token_end': 9, 'token_start': 8}, {'key': 'Sacramento', 'label': 'GPE', 'text': 'Sacramento', 'token_end': 20, 'token_start': 19}]}"
False,Strawberry runtz,2020-08-22 7:38:54,"{'labels': {'STRAIN': 2}, 'entities': [{'key': 'Strawberry', 'label': 'STRAIN', 'text': 'Strawberry', 'token_end': 1, 'token_start': 0}, {'key': 'runtz', 'label': 'STRAIN', 'text': 'runtz', 'token_end': 2, 'token_start': 1}]}"
False,I have problems going to sleep and i was searching the brands that would help me insomnia.,2020-07-20 2:51:52,"{'labels': {'PRODUCT_TAG': 2}, 'entities': [{'key': 'sleep', 'label': 'PRODUCT_TAG', 'text': 'sleep', 'token_end': 6, 'token_start': 5}, {'key': 'insomnia', 'label': 'PRODUCT_TAG', 'text': 'insomnia', 'token_end': 17, 'token_start': 16}]}"
False,Slurricane clones,2020-09-06 5:55:01,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'Slurricane', 'label': 'STRAIN', 'text': 'Slurricane', 'token_end': 1, 'token_start': 0}, {'key': 'clone', 'label': 'PRODUCT', 'text': 'clones', 'token_end': 2, 'token_start': 1}]}"
False,Spacecandy,2020-07-21 2:44:39,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Spacecandy', 'label': 'STRAIN', 'text': 'Spacecandy', 'token_end': 1, 'token_start': 0}]}"
False,high in THC and nothing dry,2020-07-21 20:43:07,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'THC', 'label': 'PRODUCT_TAG', 'text': 'THC', 'token_end': 3, 'token_start': 2}]}"
False,Chocolate chip cookies,2020-09-13 20:11:54,"{'labels': {'PRODUCT': 2}, 'entities': [{'key': 'chocolate', 'label': 'PRODUCT', 'text': 'Chocolate', 'token_end': 1, 'token_start': 0}, {'key': 'cookie', 'label': 'PRODUCT', 'text': 'cookies', 'token_end': 3, 'token_start': 2}]}"
False,Crack,2020-07-22 7:45:07,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'crack', 'label': 'STRAIN', 'text': 'Crack', 'token_end': 1, 'token_start': 0}]}"
False,Farther distance,2020-08-16 8:26:28,"{'labels': {}, 'entities': []}"
False,50mg gummies,2020-07-23 18:00:42,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': '50 mg', 'label': 'PRODUCT_TAG', 'text': '50mg', 'token_end': 2, 'token_start': 0}, {'key': 'gummie', 'label': 'PRODUCT', 'text': 'gummies', 'token_end': 3, 'token_start': 2}]}"
False,Edibles by whistle made?,2020-08-23 3:06:54,"{'labels': {'GPE': 1, 'PRODUCT': 1}, 'entities': [{'key': 'edible', 'label': 'PRODUCT', 'text': 'Edibles', 'token_end': 1, 'token_start': 0}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 5, 'token_start': 4}]}"
False,A dispensary in downtown Miami,2020-07-24 21:43:02,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensary', 'token_end': 2, 'token_start': 1}, {'key': 'downtown Miami', 'label': 'GPE', 'text': 'downtown Miami', 'token_end': 5, 'token_start': 3}]}"
False,Banjo,2020-09-03 14:06:36,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Banjo', 'label': 'STRAIN', 'text': 'Banjo', 'token_end': 1, 'token_start': 0}]}"
False,Marijuana stores / oakville,2020-07-25 16:14:52,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'storefront', 'label': 'SERVICE', 'text': 'stores', 'token_end': 2, 'token_start': 1}, {'key': 'oakville', 'label': 'GPE', 'text': 'oakville', 'token_end': 4, 'token_start': 3}]}"
False,Stiiizy,2020-08-02 0:45:57,"{'labels': {'ORG': 1}, 'entities': [{'key': 'stiiizy', 'label': 'ORG', 'text': 'Stiiizy', 'token_end': 1, 'token_start': 0}]}"
False,Weed maps needs to make more sections and have more specific categories.,2020-08-01 6:36:13,"{'labels': {'SERVICE': 1}, 'entities': [{'key': 'more', 'label': 'SERVICE', 'text': 'more', 'token_end': 10, 'token_start': 9}]}"
False,50mg CBD capsules,2020-09-16 14:00:50,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 2}, 'entities': [{'key': '50 mg', 'label': 'PRODUCT_TAG', 'text': '50mg', 'token_end': 2, 'token_start': 0}, {'key': 'CBD', 'label': 'PRODUCT_TAG', 'text': 'CBD', 'token_end': 3, 'token_start': 2}, {'key': 'capsule', 'label': 'PRODUCT', 'text': 'capsules', 'token_end': 4, 'token_start': 3}]}"
False,"Hybrid flowers
",2020-08-18 20:46:23,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'hybrid', 'label': 'PRODUCT_TAG', 'text': 'Hybrid', 'token_end': 1, 'token_start': 0}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flowers', 'token_end': 2, 'token_start': 1}]}"
False,"THC syrup
",2020-08-31 1:18:05,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'THC', 'label': 'PRODUCT_TAG', 'text': 'THC', 'token_end': 1, 'token_start': 0}, {'key': 'syrup', 'label': 'PRODUCT', 'text': 'syrup', 'token_end': 2, 'token_start': 1}]}"
False,I'm traveling to Arcadia.,2020-09-16 12:42:46,"{'labels': {}, 'entities': []}"
False,I was looking for Infused Gushers (edibles),2020-08-05 1:23:01,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'Gushers', 'label': 'STRAIN', 'text': 'Gushers', 'token_end': 6, 'token_start': 5}, {'key': 'edible', 'label': 'PRODUCT', 'text': 'edibles', 'token_end': 8, 'token_start': 7}]}"
False,1970s columbian gold,2020-09-14 21:17:56,"{'labels': {}, 'entities': []}"
False,"
Blackwater OG",2020-08-06 7:00:16,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Blackwater OG', 'label': 'STRAIN', 'text': 'Blackwater OG', 'token_end': 3, 'token_start': 1}]}"
True,We need terpenes %,2020-08-06 17:19:13,"{'labels': {'TAGKIND': 1}, 'entities': [{'key': 'terpene', 'label': 'TAGKIND', 'text': 'terpenes', 'token_end': 3, 'token_start': 2}]}"
False,"Extreme pain elderly
",2020-09-04 20:40:16,"{'labels': {'PRODUCT_TAG': 2}, 'entities': [{'key': 'pain', 'label': 'PRODUCT_TAG', 'text': 'pain', 'token_end': 2, 'token_start': 1}, {'key': 'elderly', 'label': 'PRODUCT_TAG', 'text': 'elderly', 'token_end': 3, 'token_start': 2}]}"
False,Edible,2020-08-07 17:26:48,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'edible', 'label': 'PRODUCT', 'text': 'Edible', 'token_end': 1, 'token_start': 0}]}"
False,I need a dispensary that has a website,2020-09-09 6:37:53,"{'labels': {'SERVICE': 1}, 'entities': [{'key': 'storefront', 'label': 'SERVICE', 'text': 'dispensary', 'token_end': 4, 'token_start': 3}]}"
False,"I am looking for cbd seeds
",2020-08-08 17:04:35,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'cbd', 'label': 'PRODUCT_TAG', 'text': 'cbd', 'token_end': 5, 'token_start': 4}, {'key': 'seed', 'label': 'PRODUCT', 'text': 'seeds', 'token_end': 6, 'token_start': 5}]}"
False,Looking for Mimosa strain in my area.,2020-08-17 14:33:44,"{'labels': {'STRAIN': 1, 'TAGKIND': 1}, 'entities': [{'key': 'Mimosa', 'label': 'STRAIN', 'text': 'Mimosa', 'token_end': 3, 'token_start': 2}, {'key': 'strain', 'label': 'TAGKIND', 'text': 'strain', 'token_end': 4, 'token_start': 3}]}"
False,white rhino,2020-07-25 23:46:28,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'white rhino', 'label': 'STRAIN', 'text': 'white rhino', 'token_end': 2, 'token_start': 0}]}"
False,I was searching for a brand and all the results were for a different (more popular and similarly named) brand.,2020-08-29 21:20:28,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'more popular', 'label': 'GPE', 'text': 'more popular', 'token_end': 17, 'token_start': 15}, {'key': 'similarly', 'label': 'SERVICE', 'text': 'similarly', 'token_end': 19, 'token_start': 18}]}"
False,indica & sativa,2020-08-17 17:13:18,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'indica', 'label': 'PRODUCT_TAG', 'text': 'indica', 'token_end': 1, 'token_start': 0}]}"
